epoch,train_loss,test_loss,train_auc,test_auc
1,0.30105812075735267,0.2531983479819334,0.8462325321741362,0.8942053070796777
2,0.2788766961808727,0.2474712059066932,0.8698577821344681,0.901304032094856
3,0.2738533974416602,0.24191531145664127,0.8747386129100465,0.9036051951762478
4,0.2688234824716887,0.24222745195679043,0.8784791431901102,0.9051011297484554
5,0.266127613907332,0.23838181287837862,0.881022619880457,0.9077544314948632
6,0.26420847880384063,0.2370792673981708,0.8829109820419546,0.9057906453494602
7,0.26233386198209063,0.23802651062239366,0.8842974766987253,0.9078249068463471
8,0.26108048188501165,0.23447131222369624,0.885088790716369,0.9097772645563743
9,0.25821243049453363,0.232904466211745,0.8873903873096254,0.9096208378471686
10,0.25901805892411667,0.2358240709890185,0.8865499238277376,0.9092182235925765
11,0.25877155218331277,0.2326210686973497,0.8868139695424131,0.909067034916251
12,0.25684097718903404,0.23171682310023067,0.8876590484115167,0.9093348888703706
13,0.25656138785344357,0.23076557729453584,0.8885849171350587,0.9101596409566552
14,0.2555740910346149,0.2310163927962408,0.8884134657890669,0.9102144022094977
15,0.2547182432468663,0.23199984754442865,0.889611796694545,0.9110629635361484
16,0.25420902358758357,0.2279334526029491,0.8901104525365118,0.9117134319829525
17,0.2535617442282821,0.22897941539253014,0.8897892245260205,0.9117158129069892
18,0.2517701907359366,0.2265836392572977,0.8912089485008774,0.9120241425697314
19,0.25075766748666495,0.22943605604785583,0.892276471395366,0.912548183950191
20,0.25035331519818205,0.22978635926279165,0.8915177296645709,0.9108634421018798
21,0.2508024825714176,0.22707554762015866,0.8914328285878259,0.9115753383888288
22,0.2505373655326803,0.22479332263207497,0.8921748755517427,0.9133922215211724
23,0.24936644553731635,0.22360160883328697,0.8929702478764259,0.9140486422780681
24,0.24921652005901387,0.22608326658263536,0.8929147618089055,0.9125822311639148
25,0.24862939330405834,0.22749355329170454,0.893055275361865,0.9142422114022452
26,0.24755653661279436,0.22803039991845458,0.8937151037591227,0.9122969964643278
27,0.2473213077675623,0.22361164824228863,0.8946601380985589,0.9133926977059796
28,0.24680399927690022,0.2229106681731046,0.8947803998027731,0.9132398423828287
29,0.24692872649975553,0.22242108752660433,0.8939545085975917,0.9140267377769313
30,0.24533825903938955,0.2219154139308978,0.8952901560919546,0.9144267330150831
31,0.24434288483354438,0.22084143866053627,0.8957883974309931,0.9146814918870013
32,0.2445379780148773,0.2236454256101236,0.8959495258902277,0.9141022130688919
33,0.24533766657396355,0.22149700356261504,0.8948377555430764,0.9145545886358495
34,0.24430199884790144,0.22102020254322127,0.8956160288870325,0.9146817299794051
35,0.2434903248958219,0.22122463422358188,0.8958967811275348,0.9143264961131415
