epoch,train_loss,test_loss,train_auc,test_auc
1,0.2392185828097619,0.20409793885264352,0.8996942232476025,0.9225730646063737
2,0.20887747253713032,0.19138756425382739,0.917395292995878,0.9258054070784872
3,0.20052440365682547,0.18975302413906284,0.9219719624045843,0.927163009964167
4,0.1962232922900125,0.18634625771872934,0.9239932550672432,0.9289337031702003
5,0.19423272424956622,0.18734270673680284,0.9252521724840758,0.927215152200569
6,0.19188381340375854,0.19328714610162395,0.927505112019049,0.9237270984869229
7,0.1891939977416151,0.18424429817272878,0.9279791108162554,0.927648956560041
8,0.18766189451700316,0.1819898762666356,0.9292383001587677,0.9289523934238878
9,0.1874114461409725,0.187311542837008,0.9290814651855389,0.9278065737312653
10,0.18569955375326452,0.1857511506259492,0.930413030854966,0.9284597802407114
11,0.18532409117207377,0.17897400625323193,0.9304312498755205,0.9305713027225866
12,0.18293219348863926,0.1959054709497112,0.9321203184411399,0.925420411661766
13,0.18341798646775734,0.18010043513541127,0.9321533140501278,0.9301548791085821
14,0.18187212943522574,0.18364940895957005,0.9334215019278427,0.9286498970250355
15,0.18117103959268221,0.19354925581459703,0.9337078690661683,0.9247216104570184
16,0.1803000873702184,0.18812434202773085,0.933543459860352,0.928277044320901
17,0.17962129849315187,0.18168315149634084,0.9341839256793311,0.927924905655885
18,0.17885663620859396,0.18728906106257784,0.9345692796446212,0.927799669051559
19,0.1777299338204249,0.18569704902954623,0.9353162491982785,0.9242918536684087
20,0.17753124962468725,0.182254344768638,0.935710084305045,0.9301260699277389
21,0.17806220102847728,0.187093186510595,0.9350972505447516,0.9282051404149951
22,0.17723391668820931,0.1859033853501615,0.9355581410543177,0.9292067951572005
23,0.1764165769126118,0.1833810641535916,0.9371585515592036,0.92798895251247
24,0.17498735045225794,0.1887982059521037,0.937677816427971,0.9284841847120868
25,0.17543819941969904,0.1763780228418869,0.9363838558752738,0.9318481922834253
26,0.1744626887676254,0.178672133605905,0.9383118265843217,0.9270092022714016
27,0.17497623902055612,0.19063150386777783,0.9377201604008742,0.9268801561886169
28,0.17325434296724695,0.17729581647313566,0.939271962353139,0.9303715431959143
29,0.17354954356167432,0.1931255064453717,0.9388008106912946,0.9263237342412589
30,0.17309223094552068,0.17876378792732675,0.9389703526780528,0.928499422625921
31,0.17215682414655728,0.18593482904117126,0.9401580917108306,0.928616325996119
32,0.17262920278204621,0.22185730033721662,0.9397161904329343,0.9269308698705968
33,0.170676225697669,0.17913690068634372,0.9413076435589368,0.9286151355341007
34,0.1707960198532794,0.18374679118064563,0.9407400626413875,0.9291675099105963
35,0.17046290922566948,0.17762320098568005,0.9407400053165145,0.9316531946048261
36,0.17042110731607135,0.18585591481876293,0.9411195136146205,0.9248506565398031
37,0.16906137356464723,0.18274758080590614,0.9416592214150439,0.9244951845811359
38,0.16848367869108632,0.18041109787736911,0.9423590096584327,0.9292748895846479
39,0.16885904945706995,0.18496135251194823,0.9420425293233261,0.9291665575409815
40,0.16832932369326858,0.18406426966546036,0.9429552221452746,0.9265884929941309
41,0.16726304522915608,0.1819661122148909,0.9434362410346288,0.9285179938334068
42,0.1673733661022544,0.18835414296424197,0.9424602101074188,0.9287056106474922
43,0.1669818432660729,0.18678245474310481,0.9437247865181304,0.9297855977905024
44,0.1672452508883749,0.19630277654805553,0.9441216863008032,0.9262087356102905
45,0.16689623433612386,0.1980642602571746,0.9447052476291204,0.9260439756669564
