epoch,train_loss,test_loss,train_auc,test_auc
1,0.29201707700835616,0.2387453504942059,0.8551767439751374,0.9038063832573421
2,0.24132536629602375,0.22569453571966747,0.8986364676295628,0.9114958155260056
3,0.23213642397108472,0.21833014384559962,0.9044864547571891,0.915976714562922
4,0.22351069902777446,0.21068213389454393,0.9097707453387345,0.9202988059665956
5,0.21557188849414827,0.20450213665852462,0.9138004972418284,0.923119962857585
6,0.2096862394313281,0.1997930654072904,0.9167785684935589,0.9243675670527733
7,0.20527724886271437,0.19619306811692871,0.919010696159873,0.9258511208199903
8,0.20126011409783012,0.19358170089412732,0.9211983426644261,0.9275801478553826
9,0.1981757734517181,0.19032617619377065,0.9228127654261049,0.9290027499672623
10,0.1954706139628207,0.19284499623484827,0.9242550754009489,0.9293956024333042
11,0.19375453800098513,0.18824648101006627,0.9248296661215659,0.9297067892048905
12,0.19227674867945127,0.1864571711799576,0.9254326679311947,0.9302017833121035
13,0.1908620232646327,0.18596276212531282,0.9266083422829954,0.9302303544005428
14,0.1899245765725064,0.18610443187796552,0.9265165783900369,0.9301658313591505
15,0.18874208526957573,0.18468996285375935,0.9273240227450398,0.929573219366436
16,0.18822626566380973,0.18282290258066125,0.9271990515820233,0.9312751038678111
17,0.18759633123806907,0.18667244857331167,0.9276313178716391,0.930311305817788
18,0.1867457803856834,0.18310421474551097,0.9284073276180435,0.9301763074249116
19,0.18619021430820532,0.18092334801990154,0.9283512683017925,0.9311989142986393
20,0.18552774951488693,0.18144043927912212,0.9286837922520143,0.9308586802538064
21,0.18484294339111015,0.18591737030717112,0.9293384908080669,0.930392971512244
22,0.18440011798341693,0.18031782523648718,0.9295713988275888,0.9299201199985715
23,0.18402699786363655,0.17955607700225948,0.929496325291903,0.9310953441030464
24,0.1833171513607756,0.18097885567615507,0.930210766654768,0.9314086737062653
25,0.18275108714928542,0.1797746512489449,0.9305765155134704,0.9315681956167189
26,0.1824653809878858,0.18182296936875822,0.9305150823578366,0.9322462827823478
27,0.18215336858006578,0.1804623034705693,0.9307912045124376,0.9307572528898466
28,0.18171367636793895,0.17790713512480819,0.9305962558479639,0.9315276008618945
29,0.18139584474194995,0.17806859167843728,0.9308815073560675,0.9311911762955203
30,0.1807954367756979,0.178209083616886,0.9312597794947314,0.9306667777764549
31,0.18035193015427786,0.17727241517129558,0.9315870133880771,0.93206438018595
32,0.18023963206846094,0.18352506373137972,0.9316034274100645,0.930042975678861
33,0.17971694030096333,0.1779764707537665,0.9319622634770227,0.92985631123439
34,0.1793683402672235,0.18411532953470464,0.9321043027535268,0.9290989392983416
35,0.17904202518825868,0.17734880070348935,0.9321044085840617,0.9323327103248771
36,0.1786140918562294,0.17882359046155535,0.932546181983395,0.9312346281591886
37,0.1784143440196712,0.17719959961687107,0.9323422744701694,0.9311889144176856
38,0.1781053574203135,0.17671283947943828,0.9326169223466245,0.9298584540660232
39,0.17789830993797437,0.17647202993597827,0.9326203412608488,0.9310479637147178
40,0.17720061621122984,0.177619267780356,0.9335030546440534,0.9300124998511923
41,0.17708830911865195,0.17675773067954048,0.9332808178701325,0.9312131998428591
42,0.17692934790426423,0.1775276016701213,0.9334302770430272,0.9307620147379199
43,0.176743077758351,0.17588372512546646,0.9332870016070807,0.9311603433292461
44,0.17651041906754733,0.17786184657057025,0.9336322693175453,0.9295356007666575
45,0.17616131833079368,0.1786088068162084,0.9338013879821637,0.9290563207580862
