epoch,train_loss,test_loss,train_auc,test_auc
1,0.24671099605592828,0.20832069171155912,0.8937135089517566,0.9179609766550397
2,0.21864363904160142,0.20109718523265355,0.9116351662814509,0.9224847323246153
3,0.21235054617986934,0.20434182583523527,0.9146205942252248,0.924011380816895
4,0.20481415340544917,0.1909008867498757,0.9194587267895815,0.926149212509375
5,0.20189870199264112,0.19458587857666731,0.9206399910514403,0.9257206461827836
6,0.19860470769711633,0.1962393167886791,0.9222889454347317,0.9251177962167119
7,0.19633915346876696,0.18921170939976398,0.9230831889003759,0.9263396864323044
8,0.19579186490445752,0.18880080207229574,0.9239687891053933,0.925317555743384
9,0.1937608689081041,0.18496873846241071,0.9240661487878838,0.9272139617385508
10,0.19241152465704853,0.183222071533008,0.9261776046566611,0.928743943524482
11,0.19223093788205517,0.18523605553796935,0.9251991954821532,0.9276499089296556
12,0.19044559346416676,0.18696687552833394,0.9264693559234489,0.9286595397673837
13,0.19054453562466586,0.18180345983862978,0.9267104687491616,0.9299884525184225
14,0.18951255066370412,0.18657011693091038,0.9275694290567581,0.927557290984631
15,0.18898676921129678,0.18354695570946553,0.927768730001979,0.9283922810442733
16,0.1882638117656332,0.18777047213792597,0.927460888084283,0.926305401126177
17,0.18752738378995654,0.18419592190479886,0.9286823179738685,0.9284944226854442
18,0.1890611774738075,0.18231167464000184,0.9276635359201697,0.9297186938250734
19,0.18665658874792238,0.18352389792956963,0.9285621077150533,0.9272365805168985
20,0.1856748590509112,0.18234954856952235,0.9297257703011446,0.9276694325067558
21,0.1854413831988353,0.18328133310300107,0.9295816526305245,0.927815026011595
22,0.1855281587225689,0.18061663034322012,0.9297961725946098,0.927167295627433
23,0.1841583383711801,0.1783927994717519,0.9304954904800657,0.929562743300675
24,0.18391493641661621,0.18423652723114,0.9303775893847269,0.9264725419935477
25,0.18432091628118372,0.17661485839682772,0.9301871091206152,0.9307532053189842
26,0.1829284907595684,0.18199211713704713,0.9318596093280505,0.9303679718098593
27,0.18309835883174352,0.17777204571477592,0.9312207515452544,0.9295551243437578
28,0.18310120479260578,0.17866472006860393,0.9309509204280053,0.9291322722348543
29,0.18207190868449327,0.1779618956345528,0.9311973747559925,0.9301057130272258
30,0.1828800955344755,0.17727638887525723,0.931080260040323,0.9298453589838215
31,0.1821180232961822,0.1780542284021597,0.9317323069535292,0.9301846406590396
32,0.1829528025624968,0.1787162529131539,0.9305181323350575,0.9307817764074238
33,0.18229497732222644,0.17788413550644377,0.9314457737200588,0.9309158224306853
34,0.18197926179720805,0.17723013257126674,0.9313094448828326,0.929891548910132
35,0.18222773263245742,0.17631412244513822,0.9318668205031081,0.9304743991142962
