epoch,train_loss,test_loss,train_auc,test_auc
1,0.23396804659553622,0.2223852725793232,0.9022157797884109,0.9210730824633039
2,0.2193154175485251,0.21075202767298146,0.911451544423947,0.9242023309246318
3,0.22288225084238317,0.20912754591570282,0.9093302977608243,0.9220464042094736
4,0.22648371228804956,0.23326486661102866,0.9073427665086631,0.9182454970774158
5,0.22763234060476475,0.213331241060909,0.9062287810696218,0.9203433292460803
6,0.22763373993390795,0.23279703889051667,0.9068760347415188,0.9137497172652707
7,0.22868010697151595,0.21947894599431617,0.9059640930223943,0.9167093248889894
8,0.2271079345063849,0.21536096811091301,0.9068988294628387,0.9195195295294103
9,0.22720166629758373,0.2205740537891404,0.906292254402789,0.9155226723491388
10,0.22686663883886088,0.21466140026529934,0.9070965209020083,0.9177209795121487
11,0.22747174269008383,0.21187665470624112,0.9075048474427118,0.9188316805752311
12,0.22806050044743117,0.2140916091910002,0.9057875897382305,0.9151317246223261
13,0.22748763448318418,0.2162686959048773,0.9071980785290497,0.9157805264223046
14,0.22833712983702836,0.2126308700922505,0.9051927986142668,0.919393816740277
15,0.22803509008392053,0.21049527452221714,0.9057998322733007,0.920456185045416
16,0.22830582885421014,0.2109069081218651,0.905343100021835,0.9186854918393828
17,0.22851552519892238,0.2489740734108472,0.9060086888339011,0.904026261592124
18,0.2283185723402501,0.21381907595189736,0.9059957407619315,0.9174895536957894
19,0.22839310993611608,0.22033049413920058,0.9058725216822147,0.9191573909834407
20,0.2283351708786557,0.22318940930964087,0.9063725209840271,0.9143217342650682
21,0.22830752854818825,0.22296766979716726,0.9059242066696902,0.9119762859965953
22,0.2279627918383984,0.21755217900158297,0.9065650634737006,0.916414566493256
23,0.22771792004351454,0.21799734075762528,0.906495656281237,0.9146329210366544
24,0.2272009927379945,0.21954369752303413,0.9064799536756232,0.9174747919667623
25,0.22860717897209176,0.2173369627830216,0.9053565066927891,0.9213754598159547
26,0.22879740574360796,0.21172476679671046,0.9060250161336445,0.9194490541779264
27,0.2278443356373853,0.21327627716365272,0.9063992108569783,0.9193521505696362
28,0.22706936509060832,0.2557642753471804,0.9069456403662355,0.9004830894870299
29,0.22723690359124454,0.21523249130013247,0.9067535211987013,0.9155476720515233
30,0.22712644811673072,0.2127256681750396,0.9067238959982755,0.919686670396781
31,0.22810844244176395,0.213901016515031,0.9056899331422945,0.9179447863715908
32,0.22835014595390044,0.2149070976437002,0.9057307954877094,0.9143674480065713
33,0.2275924574373436,0.22979870084403217,0.905800218848727,0.9192164378995488
34,0.2280417129143299,0.22289563791424621,0.9062867174079986,0.9125092558421923
35,0.2262045708015228,0.2508810550507987,0.9072650457397367,0.8955331484148998
