epoch,train_loss,test_loss,train_auc,test_auc
1,0.32159891377438554,0.31536085571067923,0.8603491643319643,0.8698713110558207
2,0.32570137073253763,0.324142548251335,0.8580771106264955,0.8723043773288414
3,0.3257755343595117,0.31996107915986427,0.8583954915016243,0.8728307996333378
4,0.3257424833502179,0.3200585413365311,0.8585260937310181,0.8691910810585589
5,0.3259178979282083,0.3207803474261226,0.8580314388712174,0.8731441292365567
6,0.3255065388280183,0.3245299954192819,0.8587761507067972,0.8720753324365187
7,0.32602846807221114,0.31764125536876364,0.8583750397507574,0.8701265461125463
8,0.3255607485003253,0.32319581037592093,0.8584202220398116,0.8717190271544386
9,0.3257773242741202,0.3227863163391139,0.8582033870327757,0.8723946143498291
10,0.3256935433620483,0.3234910902210717,0.8587140252430813,0.8746053023178296
11,0.32574872654601905,0.3243223747227401,0.8584438207792229,0.8692167950381544
12,0.32582314843908317,0.32504435334059284,0.8583673567478982,0.8657151700574993
13,0.32596488711891775,0.3190522383088651,0.8582964150126788,0.8678018118831919
14,0.3256756524350346,0.32266577138213753,0.8583050387314035,0.8707648718467638
15,0.3260111509827603,0.31665582948023707,0.8585046277708583,0.8611347483958525
16,0.32581410407568295,0.317393234405168,0.8576960971830043,0.8731610337972167
17,0.32566768519577544,0.3208472081360813,0.8585363166667144,0.8729977024083047
18,0.32585849550783114,0.31933802860167326,0.8584557399432146,0.8683575195533387
19,0.3257961871814619,0.3179382658573876,0.8583705140255222,0.871013916500994
20,0.32576956832079146,0.3220512302686085,0.8585160898057341,0.8701155938619779
21,0.3258580947066853,0.3173180911496269,0.858420236738497,0.8648685134700776
22,0.32567683690964794,0.3222484992542332,0.8585444435698726,0.8653889834644826
23,0.3260230161331512,0.31999120468881936,0.8580877363061719,0.8717234318639063
24,0.3257323177532067,0.323730370684353,0.8586189570856446,0.86918465256366
25,0.3256902803702533,0.3197493948442552,0.8585066312016785,0.8725950881537125
26,0.32583758881842834,0.3198622963058573,0.85833932488497,0.8700586897775027
27,0.32588519952476996,0.31971061089459585,0.8580839660933665,0.8745119700955941
28,0.32579279297136277,0.3204050636454108,0.8584533793343392,0.8725300889275128
29,0.3256017850492433,0.32746269424451485,0.8585192897095459,0.871098439304294
30,0.3258057890651171,0.3262489259141384,0.8581252444115781,0.86748633944834
31,0.32592514822906776,0.3204096339700167,0.8582155193277057,0.874091737003131
32,0.3259737936191913,0.3208418971335695,0.8584024351606078,0.8700758324305663
33,0.32565583255919783,0.32199152004281784,0.8581728578631976,0.8709215366483735
34,0.3257251674160446,0.32008772327263746,0.8585027404596528,0.870766776585993
35,0.3257842213017058,0.3215886129696757,0.8584750055101698,0.8707186819204533
