epoch,train_loss,test_loss,train_auc,test_auc
1,0.23753147770754088,0.1966049791093779,0.898239539919388,0.9264394471494387
2,0.20854222993364654,0.19125216223191524,0.9177825754286926,0.9281641885215652
3,0.20225392063940598,0.18870724471125558,0.9210897296683925,0.9295894096498851
4,0.19741843327704864,0.1871629019629112,0.9239675911625329,0.9289117986690634
5,0.19559383439651806,0.1871968194143648,0.9239774745585967,0.9295525053273175
6,0.19276935885624708,0.18501200966619571,0.9265288958884028,0.9288772752705325
7,0.1922381417098123,0.18332953605505511,0.9258086411954618,0.9298941679265723
8,0.1900598372652839,0.18255231069481892,0.9272095464433995,0.9305982071642003
9,0.18943362137886466,0.17874607755298402,0.9277606119180322,0.9307686813252223
10,0.1887115217254057,0.1804421953024868,0.9277478181822592,0.929781074034833
11,0.18796290191071827,0.17981802729186297,0.9286227985870743,0.9302565445649458
12,0.18695282896005913,0.18127152368947164,0.9292745456470982,0.9299439292389378
13,0.1864368960108889,0.18290422535918252,0.9293788431090984,0.9292095332198426
14,0.1851272557496844,0.17700867428295855,0.930090246253691,0.9308336805514221
15,0.18431975480596782,0.1819931256496693,0.9307143730139781,0.9296294091737002
16,0.1846193927872041,0.18121529298263642,0.9305157893646046,0.9299351198200023
17,0.18456588714648575,0.1788216150833416,0.9310641914374425,0.9301564267092058
18,0.18325679396625358,0.18063989313667084,0.9318768773436594,0.929565600409519
19,0.18203226447715232,0.17663840428439348,0.932093128812885,0.9312401042844729
20,0.18280050107343218,0.1769855851814062,0.9315986488674406,0.9313722455685052
21,0.1820248487463003,0.17991575231332607,0.932183497800599,0.9296020285472792
22,0.18137039663485388,0.1787358579326672,0.9326707680408542,0.9304246378019307
23,0.18060667802547586,0.18043877256292618,0.9332174415482889,0.9279627623480674
24,0.18088029719812937,0.1851313244249713,0.9328199846854397,0.9283753764836133
25,0.17931509883668487,0.18105946541442286,0.9343477292993084,0.9271282484732324
26,0.1801554779983371,0.1802527884693097,0.9331790515217586,0.9281222842585207
27,0.17970766997689683,0.18322746773001888,0.9335899738503038,0.9287268008714182
28,0.17867062062013778,0.17824661428869432,0.9345796848440164,0.9300148807752288
29,0.17932077549587103,0.1777812856135974,0.9335481751986289,0.9306170164640897
30,0.17867990314745913,0.17760119819275252,0.9337207730420819,0.9306282068070618
31,0.17792503439079138,0.18355382660567404,0.9350630128968469,0.9280353805311841
32,0.17791703376621176,0.1758941888910832,0.9344454535091973,0.9294814347448246
33,0.17773502143032852,0.17835897667633602,0.9346245496414659,0.9285901358317161
34,0.17746408500988495,0.17732074975154385,0.9351117199306603,0.929578219306913
35,0.1776197320462267,0.17643432844833543,0.9347765487471978,0.9309179652623183
